case_id,matrix,material_class,candidate_id,temperature_K,theta_deg,rate_tag,loading_rate_factor,seed,is_orientation_matrix_case,is_rate_matrix_case,target_extension_um,achieved_extension_um,target_status,numerical_event_count,physical_avalanche_count,largest_avalanche_extension_um,largest_avalanche_fraction,initial_onset_native_KJ_MPa_sqrt_m,final_reinitiation_native_KJ_MPa_sqrt_m,delta_K_reinit_MPa_sqrt_m,maximum_tip_radius_um,minimum_front_width_um,maximum_mobile_count,maximum_retained_count,maximum_backstress_GPa,maximum_absolute_shielding_MPa_sqrt_m,steps_sha256
canonical_theta0_rate__dbtt__T0800K__theta0__rate0p01x__seed1005639,CANONICAL_STRAIN_RATE,DBTT,v913_zeroD_sobol_0202500,800.0,0.0,rate0p01x,0.01,1005639,False,True,1000.0,1010.7901267417702,TARGET_REACHED,230,1,1010.7901267417702,1.0,22.09601427538611,nan,nan,1.0000002854882164,9.999051106560696,4.017396032120274e-20,0.0008763736157006486,0.0016556444054665461,1.1857745422301927e-07,be2f3f0f0a297f85cc667da3ad6a1eb67e126abf3d5fd5db1bf9ffeb8fd3b28b
canonical_theta0_rate__dbtt__T0900K__theta0__rate0p01x__seed1006648,CANONICAL_STRAIN_RATE,DBTT,v913_zeroD_sobol_0202500,900.0,0.0,rate0p01x,0.01,1006648,False,True,1000.0,1001.587574199563,TARGET_REACHED,197,1,1001.587574199563,1.0,21.802285244513932,nan,nan,1.0005117019798766,8.638025471935533,8.823389067999285e-14,1.7027830281441467,0.07009392641289086,0.00023912216150080175,4bc1cc6217e668b095c61b27bf78d3b3168149702ef6e2f12d9b9069ae90c2b2
canonical_theta0_rate__dbtt__T0950K__theta0__rate0p01x__seed1007657,CANONICAL_STRAIN_RATE,DBTT,v913_zeroD_sobol_0202500,950.0,0.0,rate0p01x,0.01,1007657,False,True,1000.0,1000.7010524480751,TARGET_REACHED,204,2,952.8188410232702,0.9521513330003324,23.762473671949692,22.23187243110657,-1.5306012408431222,1.1661264395508966,0.9472443254653957,2.087050532395561e-10,507.89446366321545,1.262996992445407,0.06805671452274616,f82cd06b5b3d10cedf314986450746ee4a6cd3b779fe8b408d03019ff6039f1a
canonical_theta0_rate__dbtt__T1000K__theta0__rate0p01x__seed1008666,CANONICAL_STRAIN_RATE,DBTT,v913_zeroD_sobol_0202500,1000.0,0.0,rate0p01x,0.01,1008666,False,True,1000.0,1001.089783124754,TARGET_REACHED,208,2,950.960436241558,0.949925223762923,53.738805502617694,44.73121541157772,-9.007590091039972,11.764177545828307,0.11820009326175408,1.6502553992057722e-08,40679.94930340476,10.152895803616346,3.583978364450696,87e25c2fd43c9a21f5fdcb69f5a60ae07010ae31ed1c63067a17f9dffc9ccccb
canonical_theta0_rate__dbtt__T1050K__theta0__rate0p01x__seed1009675,CANONICAL_STRAIN_RATE,DBTT,v913_zeroD_sobol_0202500,1050.0,0.0,rate0p01x,0.01,1009675,False,True,1000.0,1001.6035727935886,TARGET_REACHED,212,1,1001.6035727935886,1.0,52.57664638274597,nan,nan,13.089557997209845,0.11153376427592382,1.8714672479455258e-08,46668.84084115923,10.7680617880383,3.6586990927946923,1995c0d9c1f42d2f6a3dde7fbda96bc97e0bef9c97efaf1e83e86dda6b5c0fbe
canonical_theta0_rate__dbtt__T1100K__theta0__rate0p01x__seed1010684,CANONICAL_STRAIN_RATE,DBTT,v913_zeroD_sobol_0202500,1100.0,0.0,rate0p01x,0.01,1010684,False,True,1000.0,1002.9830165158419,TARGET_REACHED,191,1,1002.9830165158419,1.0,52.88258559634904,nan,nan,11.15716308191686,0.12168028538686368,1.5535306376301823e-08,39139.318608248934,9.875393621759205,3.6762272707382144,274996ebe9e4edf7641d54e7398338eca2325382244293a6c83085df5a9dc985
canonical_theta0_rate__dbtt__T1150K__theta0__rate0p01x__seed1011693,CANONICAL_STRAIN_RATE,DBTT,v913_zeroD_sobol_0202500,1150.0,0.0,rate0p01x,0.01,1011693,False,True,1000.0,1004.5737824777509,TARGET_REACHED,193,2,953.5286272032686,0.9491872511856909,52.015239940312924,48.653301510033515,-3.361938430279409,13.183358777541766,0.1111036336092568,1.8272658055425314e-08,46495.32898535665,10.815990338794007,3.6204010257104273,afaa75b7d68e99eb9021957d3f97f44e7d255d64cba259a314db0c5e4ab34daf
canonical_theta0_rate__dbtt__T1200K__theta0__rate0p01x__seed1012702,CANONICAL_STRAIN_RATE,DBTT,v913_zeroD_sobol_0202500,1200.0,0.0,rate0p01x,0.01,1012702,False,True,1000.0,1007.6578665257346,TARGET_REACHED,189,2,950.0037793860895,0.9427840648548417,51.43947430546182,48.0524261620677,-3.387048143394125,11.29715854050209,0.1208504215838884,1.5682189771170915e-08,40253.50176818986,9.943633778033254,3.5062422445143118,a3debdf87edf5a6b17da8a2812fc5ae19274aec98162577ea23f3a455364f928
canonical_theta0_rate__dbtt__T1250K__theta0__rate0p01x__seed1013711,CANONICAL_STRAIN_RATE,DBTT,v913_zeroD_sobol_0202500,1250.0,0.0,rate0p01x,0.01,1013711,False,True,1000.0,1004.6916856759267,TARGET_REACHED,183,2,803.3382121984697,0.7995868022516854,51.35190748604309,46.86707146559668,-4.484836020446409,12.266194774065573,0.1155369689056998,1.6844751373253667e-08,43585.15818604281,10.398448571596685,3.56073363715434,66e21b3c6b200c16dab1ef2ccf5da6bf52195e102a8783aad2a6c0b45b51fab6
canonical_theta0_rate__dbtt__T1300K__theta0__rate0p01x__seed1014720,CANONICAL_STRAIN_RATE,DBTT,v913_zeroD_sobol_0202500,1300.0,0.0,rate0p01x,0.01,1014720,False,True,1000.0,1005.2904670500016,TARGET_REACHED,193,2,888.979114775542,0.8843007507911896,48.077307769832274,51.187960828116424,3.11065305828415,13.554418894107952,0.10944962149262523,1.8542323234458176e-08,48337.87413131834,10.979542630034864,4.130550951767298,7aceec1ec7a997ac0a3310f984289369a40e56a1972c48aa1de266a77c22c1e1
canonical_theta0_rate__weakt__T0300K__theta0__rate0p01x__seed2003621,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,300.0,0.0,rate0p01x,0.01,2003621,False,True,1000.0,1008.105548644824,TARGET_REACHED,211,1,1008.105548644824,1.0,23.177116033842818,nan,nan,1.938783868906044,0.28919132632121325,3885.0305032466167,6667.151693972734,4.1399599998731755,0.7084332912917521,fa8847d633b61e0e345937b9a6fd49e2531a1056ec94a61155c1822ea17c4550
canonical_theta0_rate__weakt__T0600K__theta0__rate0p01x__seed2004630,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,600.0,0.0,rate0p01x,0.01,2004630,False,True,1000.0,1001.9421998619965,TARGET_REACHED,184,1,1001.9421998619965,1.0,26.60905548443199,nan,nan,2.6573118473610093,0.2177342921339488,10001.876316383867,12206.911231368736,5.44105393795072,0.9753117384130513,8c83d7660ddbd705ad0c636f47fea72ef90a481f68ce2887e779c948e85319bb
canonical_theta0_rate__weakt__T0800K__theta0__rate0p01x__seed2005639,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,800.0,0.0,rate0p01x,0.01,2005639,False,True,1000.0,1000.442302150884,TARGET_REACHED,191,1,1000.442302150884,1.0,29.21215116635212,nan,nan,3.386182769607056,0.18147142506595745,16578.296453290215,17736.751405855415,6.617612895885206,1.373850068370083,646ade5994bad43204d3c6e5bd9035bcfadd46a8cb65777aa7683b55ecf80743
canonical_theta0_rate__weakt__T0900K__theta0__rate0p01x__seed2006648,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,900.0,0.0,rate0p01x,0.01,2006648,False,True,1000.0,1000.9297499446932,TARGET_REACHED,188,1,1000.9297499446932,1.0,30.361098354467195,nan,nan,3.3164949983534857,0.18418004048106254,20705.77367312838,16951.31389012785,6.523879086876663,2.302731914995894,912ebbe8be2313afb030965c065b22a706735824312ddfbd83c910c7412afa4d
canonical_theta0_rate__weakt__T0950K__theta0__rate0p01x__seed2007657,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,950.0,0.0,rate0p01x,0.01,2007657,False,True,1000.0,1008.8811281050896,TARGET_REACHED,210,1,1008.8811281050896,1.0,28.319785988141145,nan,nan,3.411995642663899,0.1885903681818582,20806.310906756255,16322.10730930643,6.3712350034515755,2.1635405257957,3ec432119d6ebbe3ba2ec3a2e42ec316ee9ae7402397d2b2947898237e9899dd
canonical_theta0_rate__weakt__T1000K__theta0__rate0p01x__seed2008666,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,1000.0,0.0,rate0p01x,0.01,2008666,False,True,1000.0,1001.9561718961675,TARGET_REACHED,177,1,1001.9561718961675,1.0,28.872474989999187,nan,nan,3.2072486662981925,0.18868134793796879,15751.37579570352,16244.327216763335,6.367174305451014,1.5012775426527154,83c22e2517e3b29dbb42273a8c8cde4c20b197d941d2d1a7b63f6a7cca7b653b
canonical_theta0_rate__weakt__T1050K__theta0__rate0p01x__seed2009675,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,1050.0,0.0,rate0p01x,0.01,2009675,False,True,1000.0,1001.5659258994483,TARGET_REACHED,201,1,1001.5659258994483,1.0,27.948066407436965,nan,nan,3.633855787464158,0.17273133407136265,4006.2881175271623,19052.165040699292,6.955576912435938,1.6768930262152297,6d593867673e1d6f3954c065e98916a9ed57471015ca807036a9ee2d8e839a6c
canonical_theta0_rate__weakt__T1100K__theta0__rate0p01x__seed2010684,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,1100.0,0.0,rate0p01x,0.01,2010684,False,True,1000.0,1001.8000994403504,TARGET_REACHED,209,1,1001.8000994403504,1.0,27.174094108234524,nan,nan,3.42850053057709,0.17988400303604501,17228.54304834616,17769.87367710541,6.678877550478236,2.6157255378835194,680c5e11b20c36112990b4bdf26c40269f68186e25be27e5848e89aa3af9591b
canonical_theta0_rate__weakt__T1150K__theta0__rate0p01x__seed2011693,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,1150.0,0.0,rate0p01x,0.01,2011693,False,True,1000.0,1002.1890521598219,TARGET_REACHED,238,1,1002.1890521598219,1.0,26.32490366735219,nan,nan,3.1283583600191864,0.19214512023020436,13563.98081800481,15550.498386428748,6.2532759020283475,2.282974752730825,1acc815c25c38aab40f1b58e551eefc7dacd8f262a33eb1f258b9fc9cb245c9c
canonical_theta0_rate__weakt__T1200K__theta0__rate0p01x__seed2012702,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,1200.0,0.0,rate0p01x,0.01,2012702,False,True,1000.0,1004.7262696617743,TARGET_REACHED,205,1,1004.7262696617743,1.0,25.440322602592026,nan,nan,3.3646564732756765,0.19816317088017987,17835.8043471777,14500.756577197018,6.06340776669912,2.135091538682245,cdee4fb0dca431750aa207b96aefa5750578ac987e5004f2cb0a5fa796890ca9
canonical_theta0_rate__weakt__T1250K__theta0__rate0p01x__seed2013711,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,1250.0,0.0,rate0p01x,0.01,2013711,False,True,1000.0,1006.4409864253365,TARGET_REACHED,199,1,1006.4409864253365,1.0,24.796360873764,nan,nan,3.151063162062298,0.19112874190485152,15796.633143301773,15822.836963761692,6.281682586477689,1.6235016956518011,709b31aead28a4b929356f828408b5384896774e2c327918155f50b1f6b745cb
canonical_theta0_rate__weakt__T1300K__theta0__rate0p01x__seed2014720,CANONICAL_STRAIN_RATE,weak-T,oneD_v2_focused_weak_T_0016,1300.0,0.0,rate0p01x,0.01,2014720,False,True,1000.0,1003.0598700725584,TARGET_REACHED,193,1,1003.0598700725584,1.0,24.117008521058125,nan,nan,3.204894380306492,0.1887820178656791,14677.109009496216,16152.034386226758,6.364811668632806,2.0414897541912516,54018136938a5ee2a3a41194f441af4707beab65d71bd4f309b1c3e3e6771aae
canonical_theta0_rate__ceramiclike__T0300K__theta0__rate0p01x__seed3003621,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,300.0,0.0,rate0p01x,0.01,3003621,False,True,1000.0,1002.6378376880789,TARGET_REACHED,196,1,1002.6378376880789,1.0,14.487774762553979,nan,nan,1.0,10.0,2.261618164259178e-24,5.440826795018179e-54,7.769688028340922e-14,7.810255519377278e-59,0ec4ec9c53842c2aabe2c5c2c1f4e1fb2715a036c92d4fae13a9bf771e7cf0c7
canonical_theta0_rate__ceramiclike__T0600K__theta0__rate0p01x__seed3004630,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,600.0,0.0,rate0p01x,0.01,3004630,False,True,1000.0,1001.8668692381,TARGET_REACHED,208,2,947.8540914910933,0.9460878691516346,15.297283054218713,14.870273766273684,-0.42700928794502957,1.0003265914025556,6.4896540970117185,7.662170207405367,1.0726816123485093e-17,0.14088895606445068,1.5660344739177744e-22,17cd594edc11c38426023afc7781f11b38a49c38d0b022b4b97c9ddd7987fc36
canonical_theta0_rate__ceramiclike__T0800K__theta0__rate0p01x__seed3005639,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,800.0,0.0,rate0p01x,0.01,3005639,False,True,1000.0,1000.7423932256517,TARGET_REACHED,206,1,1000.7423932256517,1.0,16.701017088763013,nan,nan,1.2539396801109999,0.3057558753179196,5102.932325916036,1.3697866641347781e-08,3.928681578609257,1.4747756662831209e-12,90020336631ab1a74f1494ffd04f9ce8d9db89e4f406fd5bff9abca8465726f2
canonical_theta0_rate__ceramiclike__T0900K__theta0__rate0p01x__seed3006648,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,900.0,0.0,rate0p01x,0.01,3006648,False,True,1000.0,1003.4306165087715,TARGET_REACHED,210,1,1003.4306165087715,1.0,16.32707515173875,nan,nan,1.4781625153752196,0.2228679128887139,11500.753522398283,2.7021638348528937e-07,5.390998644559743,2.610625236461815e-11,d8515a8b974fe705e4faa95b8f0f7ad7c05ad20f172220258de1a2a76301ad1c
canonical_theta0_rate__ceramiclike__T0950K__theta0__rate0p01x__seed3007657,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,950.0,0.0,rate0p01x,0.01,3007657,False,True,1000.0,1000.2533157009816,TARGET_REACHED,209,1,1000.2533157009816,1.0,15.820970513331929,nan,nan,1.4783795876617358,0.22281736734434246,11456.976178370951,3.6935303943091986e-06,5.39222328393442,5.3503711802107824e-11,b099932880a29dc4624d7f6ecee2cf7e283c335757c56aa179c495b6ef6b518b
canonical_theta0_rate__ceramiclike__T1000K__theta0__rate0p01x__seed3008666,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1000.0,0.0,rate0p01x,0.01,3008666,False,True,1000.0,1010.1085907349245,TARGET_REACHED,195,1,1010.1085907349245,1.0,15.52551904168341,nan,nan,1.4390426446977505,0.23257998948777792,10507.17969471301,9.82456508653477e-06,5.16576749116392,1.0573094709070146e-09,f7d15296528373863196aa9fc1c0b7a4f959cc4ebdca1c43b73a18dfcf1bb059
canonical_theta0_rate__ceramiclike__T1050K__theta0__rate0p01x__seed3009675,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1050.0,0.0,rate0p01x,0.01,3009675,False,True,1000.0,1003.0767248066406,TARGET_REACHED,219,2,525.6336141332242,0.5240213446628907,14.732415955184887,13.669348181555407,-1.0630677736294807,1.4243826935422401,0.23656081590198125,10164.88427789936,0.0023237706597548998,5.078791709376376,1.9086353193925432e-07,0cb668ac44f91081b19b13fb8007ed29b46658f064a6c5ed63f1020ae4de5c11
canonical_theta0_rate__ceramiclike__T1100K__theta0__rate0p01x__seed3010684,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1100.0,0.0,rate0p01x,0.01,3010684,False,True,1000.0,1002.030472146554,TARGET_REACHED,218,2,950.3021581235921,0.9483765060436243,13.891733844098551,13.639021284448585,-0.2527125596499662,1.3821246014150435,0.24929048600049153,9185.15382724642,0.0007297530091811514,4.819299708218943,5.970184706424316e-08,38a07768441268f79506daddfce9d8eb87a0dab8e8d70149f141f040e61a3817
canonical_theta0_rate__ceramiclike__T1150K__theta0__rate0p01x__seed3011693,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1150.0,0.0,rate0p01x,0.01,3011693,False,True,1000.0,1009.4547698375651,TARGET_REACHED,204,1,1009.4547698375651,1.0,13.610726528957526,nan,nan,1.3799557985785726,0.25000051039701765,9307.045073604542,6.984417312679364e-05,4.805603055813481,7.716065842844107e-09,5085f221b01e550edc3c38896918e60b2b53d8e006d2f65008d9bf3b232022da
canonical_theta0_rate__ceramiclike__T1200K__theta0__rate0p01x__seed3012702,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1200.0,0.0,rate0p01x,0.01,3012702,False,True,1000.0,1000.70747857274,TARGET_REACHED,209,1,1000.70747857274,1.0,13.297816203893031,nan,nan,1.3796891782447456,0.25008821619506255,9178.734139811117,0.0002280398036264625,4.803840885364167,2.529165735297885e-08,782fc82b433bacf497800c95470a382a25f9839d924e964ec55b75771d849618
canonical_theta0_rate__ceramiclike__T1250K__theta0__rate0p01x__seed3013711,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1250.0,0.0,rate0p01x,0.01,3013711,False,True,1000.0,1005.9012672632243,TARGET_REACHED,203,1,1005.9012672632243,1.0,12.931257167309942,nan,nan,1.5798388449062897,0.20239536860784535,13969.364604540777,0.0005133243691157821,5.928468255041884,5.724867058507914e-08,6c38982a84263b00426b7b289c14f9da56c054f914bf11c6041e481d09f4cee1
canonical_theta0_rate__ceramiclike__T1300K__theta0__rate0p01x__seed3014720,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1300.0,0.0,rate0p01x,0.01,3014720,False,True,1000.0,1008.4362634012981,TARGET_REACHED,212,2,957.6964308855307,0.9496846411050017,12.311729965854907,11.966941110922194,-0.3447888549327125,1.786775569178099,0.17376095227030927,19411.982388539887,0.0014351240064622423,6.915221698613797,1.6041811256612914e-07,fbc900a3725fcdd5d1fb6b1737553fdb501a4e49b231353e756a37c515b9d579
canonical_theta0_shared__peak__T0300K__theta0__rate1x__seed3621,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,300.0,0.0,rate1x,1.0,3621,True,True,1000.0,1000.0106212350875,TARGET_REACHED,207,1,1000.0106212350875,1.0,23.650909281245745,nan,nan,1.0000000000000409,9.999999999851898,1.4298949619708758e-10,6.2990659463777095e-18,6.54048764298025e-07,9.194272107657722e-23,7b088321e91e2c6308bb9c6cb3a31e5eb010c48441b09dad29b25b597f8914af
canonical_theta0_shared__peak__T0600K__theta0__rate1x__seed4630,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,600.0,0.0,rate1x,1.0,4630,True,True,1000.0,1009.3183059364883,TARGET_REACHED,194,1,1009.3183059364883,1.0,22.543110037165572,nan,nan,1.0029244375858393,5.6619874569886415,9.276475430718204,1.77034625200585e-05,0.17495403309235308,2.5540431828625825e-10,2a88f6a5f05a28c956fcdcc50515e3778d8154fd1a3d5b42aa3449e00156bedb
canonical_theta0_shared__peak__T0800K__theta0__rate1x__seed5639,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,800.0,0.0,rate1x,1.0,5639,True,True,1000.0,1016.7419830836919,TARGET_REACHED,196,1,1016.7419830836919,1.0,41.18783496692729,nan,nan,1.2495396094481512,0.7412364785750358,707.341128160786,9.702256356535607,1.616857520505004,0.0010667981392939478,4e2a982a180e5cce6411ba56f12cc98efc1580ea427ae13f52dd9272c58dead8
